"session_id","referrer","sex","d_art","iat_exclude"
2448165,"vcu","f",1.07467713842888,"Include"
2451903,"vcu","f",0.293409770727294,"Include"
2451987,"vcu","f",0.00618551832143871,"Include"
2457829,"vcu","m",-0.116358515215402,"Include"
2458789,"vcu","f",1.01101400016811,"Include"
2458795,"vcu","f",0.246746561594669,"Include"
2458799,"vcu","f",0.759278575626737,"Include"
2458838,"vcu","m",-0.021661058675968,"Include"
2458840,"vcu","m",-0.368139212594593,"Include"
2458846,"vcu","f",0.0850050658390078,"Include"
2458891,"vcu","f",1.07395208374424,"Include"
2458896,"vcu","f",0.990610559187976,"Include"
2458907,"vcu","f",0.474122974867173,"Include"
2458917,"vcu","f",0.458755633654338,"Include"
2458939,"vcu","f",1.24066013147464,"Include"
2458963,"vcu","f",0.893190822677521,"Include"
2458993,"vcu","m",0.758987524299583,"Include"
2459055,"vcu","f",0.700282508809874,"Include"
2459062,"vcu","f",0.764684049051631,"Include"
2459110,"vcu","f",0.706264255631051,"Include"
2461604,"vcu","m",0.915254522389344,"Include"
2461607,"vcu","m",-0.890456394636938,"Include"
2461614,"vcu","m",0.372155062414541,"Include"
2461714,"vcu","f",0.932588541344815,"Include"
2461716,"vcu","f",0.448283520917829,"Include"
2465635,"vcu","f",0.35658633699059,"Include"
2465638,"vcu","f",0.836833682411472,"Include"
2465639,"vcu","m",0.162624017674193,"Include"
2465710,"vcu","f",1.10665495860494,"Include"
2465711,"vcu","f",0.316957634598413,"Include"
2465713,"vcu","f",0.828458931636199,"Include"
2465756,"vcu","f",-0.189613524163902,"Include"
2465758,"vcu","f",-0.0641739879926558,"Include"
2465826,"vcu","f",1.01638941327718,"Include"
2467333,"vcu","f",0.757112632693612,"Include"
2467427,"vcu","m",0.11880445923599,"Include"
2467490,"vcu","f",0.984782378004736,"Include"
2472268,"vcu","f",0.238760535819464,"Include"
2472311,"vcu","f",-0.386196789254649,"Include"
2472314,"vcu","m",-0.265091605515574,"Include"
2472424,"vcu","f",0.202259877819313,"Include"
2472454,"vcu","f",-0.30730761735754,"Include"
2472461,"vcu","f",0.582001198858525,"Include"
2472484,"vcu","f",0.678076256950721,"Include"
2472527,"vcu","f",0.669505069445226,"Include"
2472533,"vcu","f",0.394563575919219,"Include"
2473443,"vcu","f",1.02716901011372,"Include"
2473491,"vcu","m",-0.811667546096565,"Include"
2473628,"vcu","m",-0.314210527598614,"Include"
2473629,"vcu","f",0.479750936106883,"Include"
2473630,"vcu","m",-0.676552376804565,"Include"
2477381,"vcu","f",0.44494205890766,"Include"
2477384,"vcu","f",-1.01468777891638,"Include"
2477392,"vcu","f",-0.215346136432156,"Include"
2477407,"vcu","m",-0.0811517210315365,"Include"
2477432,"vcu","f",-0.599633996206408,"Include"
2477481,"vcu","f",1.10124448529881,"Include"
2477552,"vcu","f",0.909596968856527,"Include"
2477553,"vcu","f",0.248628210622509,"Include"
2477608,"vcu","f",1.35553604369796,"Include"
2479419,"vcu","f",-0.10705568521793,"Include"
2479456,"vcu","f",0.270017307341356,"Include"
2479459,"vcu","f",0.404227981501407,"Include"
2479461,"vcu","f",0.510087315444565,"Include"
2479491,"vcu","f",1.04862648341037,"Include"
2479492,"vcu","f",0.192551408984163,"Include"
2479551,"vcu","m",0.279642060455233,"Include"
2479552,"vcu","f",-0.75088749439713,"Include"
2479556,"vcu","f",0.757248933658331,"Include"
2479606,"vcu","f",-0.195302788288609,"Include"
2479607,"vcu","f",-0.00556913762840903,"Include"
2479610,"vcu","f",0.130763750985912,"Include"
2484393,"vcu","f",1.44683695630783,"Include"
2484409,"vcu","f",-0.457076559686742,"Include"
2484479,"vcu","m",0.0641116402973367,"Include"
2484583,"vcu","m",0.972440870297388,"Include"
2484584,"vcu","f",-0.0823648728439158,"Include"
2484605,"vcu","m",0.824983213833938,"Include"
2484731,"vcu","m",-0.0378899642720242,"Include"
2484821,"vcu","f",0.19511001309907,"Include"
2484823,"vcu","f",0.67984352828433,"Include"
2486359,"vcu","f",0.8023578689177,"Include"
2486360,"vcu","f",-0.404258701323523,"Include"
2486471,"vcu","m",0.217570458574743,"Include"
2486800,"vcu","f",0.493760529127215,"Include"
2486813,"vcu","f",0.855329329461786,"Include"
2486820,"vcu","f",0.744773416689948,"Include"
2486838,"vcu","f",0.840152923559717,"Include"
2486843,"vcu","f",0.0751775319608707,"Include"
2490264,"vcu","m",-0.719401938097154,"Include"
2490265,"vcu","f",0.272034147085857,"Include"
2490268,"vcu","f",0.617831714868906,"Include"
2490275,"vcu","f",0.663518697849383,"Include"
2490281,"vcu","f",0.697981267184209,"Include"
2490326,"vcu","m",-0.299800138492665,"Include"
2490327,"vcu","f",-0.0452735491714423,"Include"
2490328,"vcu","m",0.501636206739033,"Include"
2490371,"vcu","f",0.754811433730537,"Include"
2490398,"vcu","f",0.53439734877418,"Include"
2492269,"vcu","f",1.18233766525982,"Include"
2492270,"vcu","m",1.0084925212275,"Include"
