"session_id","referrer","sex","d_art","iat_exclude"
2402411,"mturk","f",1.13204049110625,"Include"
2402412,"mturk","m",1.00115520680835,"Include"
2402416,"mturk","f",1.2523885273101,"Include"
2402417,"mturk","f",0.276020680691853,"Include"
2402421,"mturk","m",0.854873884566005,"Include"
2402426,"mturk","m",0.105132070281777,"Include"
2402447,"mturk","m",0.558766208765457,"Include"
2402449,"mturk","f",0.958931846321433,"Include"
2402450,"mturk","m",-0.205969322343201,"Include"
2402451,"mturk","f",0.710005361607903,"Include"
2402452,"mturk","m",0.973214699816291,"Include"
2402453,"mturk","f",0.534816109703134,"Include"
2402454,"mturk","m",0.596876949543326,"Include"
2402456,"mturk","f",0.545810074207826,"Include"
2402457,"mturk","m",-0.105765051536135,"Include"
2402459,"mturk","f",0.887466312031993,"Include"
2402460,"mturk","m",0.0181830832152393,"Include"
2402466,"mturk","f",0.247440361869963,"Include"
2402467,"mturk","m",-0.281845105218581,"Include"
2402468,"mturk","f",-0.284762443119422,"Include"
2402470,"mturk","m",0.378686403323723,"Include"
2402471,"mturk","f",0.495854954037001,"Include"
2402472,"mturk","m",0.377828691182819,"Include"
2402474,"mturk","m",1.12399958561299,"Include"
2402476,"mturk","m",-0.642647729468342,"Include"
2402478,"mturk","m",-0.268754148530918,"Include"
2402479,"mturk","f",0.907823498177003,"Include"
2402485,"mturk","m",0.449818360443544,"Include"
2402488,"mturk","m",0.732500616332936,"Include"
2402490,"mturk","m",0.528674558548723,"Include"
2402494,"mturk","m",0.129854903564743,"Include"
2402495,"mturk","f",-0.472452779884589,"Include"
2402499,"mturk","m",-0.207231794409684,"Include"
2402502,"mturk","f",-0.645119719747246,"Include"
2402504,"mturk","m",0.58904826821442,"Include"
2402507,"mturk","f",0.588951932686626,"Include"
2402508,"mturk","m",-0.495470127490097,"Include"
2402509,"mturk","m",0.376107955415972,"Include"
2402511,"mturk","m",0.365482785487182,"Include"
2402513,"mturk","f",1.03493752219008,"Include"
2402521,"mturk","f",0.907569549631095,"Include"
2402522,"mturk","f",-0.448960728458776,"Include"
2402525,"mturk","m",-0.29280829735001,"Include"
2402529,"mturk","m",0.577457888007031,"Include"
2402531,"mturk","m",0.600561530496138,"Include"
2402532,"mturk","f",0.201964978432735,"Include"
2402533,"mturk","m",-0.350854483663912,"Include"
2402534,"mturk","m",-0.0236385611651428,"Include"
2402535,"mturk","m",0.348201290850017,"Include"
2402537,"mturk","f",-0.54748042501406,"Include"
2402542,"mturk","m",0.4698423258334,"Include"
2402543,"mturk","f",0.850906651824183,"Include"
2402544,"mturk","f",0.757541431066128,"Include"
2402547,"mturk","m",0.269158505567711,"Include"
2402548,"mturk","f",1.41048416784403,"Include"
2402549,"mturk","m",0.226244355846237,"Include"
2402551,"mturk","f",1.3569271811053,"Include"
2402552,"mturk","f",0.659363856778063,"Include"
2402553,"mturk","m",0.626438417471864,"Include"
2402554,"mturk","m",0.847094959333063,"Include"
2402555,"mturk","m",0.166856736929796,"Include"
2402557,"mturk","m",-0.398755775652077,"Include"
2402559,"mturk","m",0.38782882130933,"Include"
2402563,"mturk","f",0.695313674447356,"Include"
2402565,"mturk","m",-0.0430290061989088,"Include"
2402566,"mturk","f",0.610169252463093,"Include"
2402567,"mturk","m",0.51933572293129,"Include"
2402571,"mturk","m",-0.570736223135051,"Include"
2402576,"mturk","m",-0.375126663592738,"Include"
2402577,"mturk","m",-0.652930602061495,"Include"
2402583,"mturk","m",0.902445453572149,"Include"
2402596,"mturk","m",-0.407837888848559,"Include"
2402630,"mturk","m",-0.142374658798791,"Include"
2402643,"mturk","m",0.826345199557452,"Include"
2402710,"mturk","m",0.087294930166006,"Include"
2407351,"mturk","m",0.277087806372586,"Include"
2407352,"mturk","f",1.13580307959334,"Include"
2407355,"mturk","m",0.494408017688462,"Include"
2407356,"mturk","f",0.810494852636923,"Include"
2407357,"mturk","f",0.900687008035638,"Include"
2407358,"mturk","m",0.395723667950869,"Include"
2407360,"mturk","f",0.825891957112381,"Include"
2407371,"mturk","f",0.483417203936411,"Include"
2407441,"mturk","f",0.638878019412111,"Include"
2407451,"mturk","m",0.368032409765637,"Include"
2407454,"mturk","f",0.924856005330736,"Include"
2407455,"mturk","f",1.09913775774964,"Include"
2407456,"mturk","f",0.768948404347251,"Include"
2407459,"mturk","m",0.70560886242599,"Include"
2407462,"mturk","m",0.875083880834041,"Include"
2407465,"mturk","f",0.390833150511709,"Include"
2407469,"mturk","m",-0.628710308086395,"Include"
2407470,"mturk","m",0.581355968493931,"Include"
2407473,"mturk","f",0.965595793790736,"Include"
2407475,"mturk","m",0.993013880337233,"Include"
2407477,"mturk","m",0.792015292335779,"Include"
2407485,"mturk","f",0.116695260285384,"Include"
2407489,"mturk","m",0.717055494755641,"Include"
2407514,"mturk","f",0.991467833629922,"Include"
2407518,"mturk","f",1.0685168282413,"Include"
2407550,"mturk","f",0.238664356794797,"Include"
2407556,"mturk","f",0.282479679451,"Include"
2407559,"mturk","f",-0.0368969103590242,"Include"
2407568,"mturk","m",0.631137469969948,"Include"
2407578,"mturk","m",0.416725629912934,"Include"
2407580,"mturk","f",0.913955403346869,"Include"
2407582,"mturk","m",0.553803665737441,"Include"
2407590,"mturk","f",1.00696304178706,"Include"
2407591,"mturk","f",0.506291620955273,"Include"
2407602,"mturk","m",0.715800370285798,"Include"
2407606,"mturk","f",0.206541752719537,"Include"
2407607,"mturk","f",0.519466483616106,"Include"
2407608,"mturk","m",-0.443897109137275,"Include"
2407609,"mturk","m",0.840150144918117,"Include"
2407610,"mturk","f",-0.545614911410546,"Include"
2407612,"mturk","f",-0.154381454776707,"Include"
2407614,"mturk","m",0.294053210959369,"Include"
2407616,"mturk","m",-0.283949990892692,"Include"
2407617,"mturk","m",-0.146685429865455,"Include"
2407618,"mturk","f",-0.597004627806815,"Include"
2407619,"mturk","m",0.782198967788615,"Include"
2407622,"mturk","m",0.599527162458636,"Include"
2407626,"mturk","m",-0.525974758650801,"Include"
2407628,"mturk","m",0.858582078869091,"Include"
2407633,"mturk","m",0.600972304063787,"Include"
2407634,"mturk","f",0.437313547266419,"Include"
2407636,"mturk","m",0.903643963426531,"Include"
2407638,"mturk","f",0.871781115201296,"Include"
2407640,"mturk","f",0.658282179048752,"Include"
2407641,"mturk","m",0.366699260328554,"Include"
2407644,"mturk","m",0.854934815870091,"Include"
2407645,"mturk","m",0.20131275266316,"Include"
2407646,"mturk","f",0.950478643912736,"Include"
2407647,"mturk","f",0.779604657042332,"Include"
2407652,"mturk","f",1.47101901126184,"Include"
2407656,"mturk","f",0.857448523704093,"Include"
2407657,"mturk","f",0.348102210994879,"Include"
2407658,"mturk","m",-0.465418816144969,"Include"
2407659,"mturk","m",0.195182064037499,"Include"
2407660,"mturk","f",0.0203374145255498,"Include"
2407661,"mturk","f",0.731697649347635,"Include"
2407665,"mturk","m",0.166524726627835,"Include"
2407667,"mturk","f",0.586815068232891,"Include"
2407668,"mturk","f",0.362760115332891,"Include"
2407677,"mturk","m",0.730717952679365,"Include"
2407678,"mturk","m",0.570365916582287,"Include"
2407682,"mturk","f",0.478710079799142,"Include"
2407683,"mturk","m",0.178817317614147,"Include"
2407684,"mturk","m",0.817464735948355,"Include"
2407685,"mturk","f",0.439689051882496,"Include"
2407692,"mturk","m",1.42882821988638,"Include"
2407695,"mturk","m",0.432106761766314,"Include"
2407696,"mturk","m",-0.537734122262991,"Include"
2407705,"mturk","m",0.493523541137333,"Include"
2407710,"mturk","m",0.669749683081644,"Include"
2407712,"mturk","m",0.0999792952389668,"Include"
2407721,"mturk","m",0.240477770786328,"Include"
2407722,"mturk","m",-0.576816721252343,"Include"
2407728,"mturk","m",0.00737953828164863,"Include"
2407731,"mturk","m",0.707623713144557,"Include"
2407732,"mturk","m",0.256614396142317,"Include"
2407743,"mturk","f",0.799913709585637,"Include"
2407744,"mturk","m",0.0557957732479112,"Include"
2407747,"mturk","m",0.387959174115001,"Include"
2407825,"mturk","m",0.17174541364297,"Include"
2407837,"mturk","f",0.555004806263182,"Include"
2407841,"mturk","f",0.815959510409075,"Include"
2407844,"mturk","m",0.819051444408654,"Include"
2407846,"mturk","m",0.337440088105534,"Include"
2407850,"mturk","m",0.431124408450667,"Include"
2407863,"mturk","f",0.515632825415804,"Include"
2407870,"mturk","f",0.731247873145475,"Include"
2407871,"mturk","f",0.78702853895522,"Include"
2407873,"mturk","f",1.03147638428833,"Include"
2407874,"mturk","f",0.42864741784453,"Include"
2407875,"mturk","f",0.606692495105333,"Include"
2407895,"mturk","m",0.413871218322033,"Include"
2407902,"mturk","m",1.23831674075327,"Include"
2407906,"mturk","f",-0.337000207253912,"Include"
2407915,"mturk","f",0.338063711162993,"Include"
2407923,"mturk","m",0.808513590020423,"Include"
2407936,"mturk","f",0.818101898257816,"Include"
2407939,"mturk","f",1.01570693947096,"Include"
2407945,"mturk","m",0.649017866600563,"Include"
2407948,"mturk","m",0.600824612153208,"Include"
2407954,"mturk","m",-0.487215271314877,"Include"
2407956,"mturk","f",0.478581533677738,"Include"
2407962,"mturk","m",1.00440220992714,"Include"
2407968,"mturk","m",0.701851984872543,"Include"
2407970,"mturk","f",0.846296805521641,"Include"
2407971,"mturk","f",0.343280777808503,"Include"
2407972,"mturk","m",1.19527663269918,"Include"
2407977,"mturk","f",0.849234670811145,"Include"
2407978,"mturk","f",0.110425419414701,"Include"
2407980,"mturk","f",0.711841311388412,"Include"
2407986,"mturk","m",0.193032481481629,"Include"
2407988,"mturk","f",0.539245975142336,"Include"
2407994,"mturk","f",0.798740001090043,"Include"
2407997,"mturk","m",0.61182962196881,"Include"
2408002,"mturk","f",0.370206510779586,"Include"
2408007,"mturk","m",-0.337508092208514,"Include"
2408009,"mturk","m",-0.355609671819348,"Include"
2408010,"mturk","m",0.495247776137638,"Include"
2408015,"mturk","f",0.987633060392123,"Include"
2408018,"mturk","f",0.723677237115316,"Include"
2408022,"mturk","f",1.2300150088144,"Include"
2408024,"mturk","f",1.18494518669488,"Include"
2408032,"mturk","m",1.18051521067386,"Include"
2408034,"mturk","m",0.892951692678089,"Include"
2408035,"mturk","f",1.06317195303168,"Include"
2408036,"mturk","m",-0.0837849104126427,"Include"
2408038,"mturk","f",1.20651359720051,"Include"
2408040,"mturk","m",-0.611645101080406,"Include"
2408858,"mturk","f",0.59414481644902,"Include"
2408859,"mturk","f",1.24673789740317,"Include"
2408861,"mturk","f",0.545980240675519,"Include"
2408863,"mturk","m",0.990847527150758,"Include"
2408867,"mturk","m",-0.36838888315582,"Include"
2408870,"mturk","f",-0.310424772370217,"Include"
2408871,"mturk","f",0.307998076481745,"Include"
2408892,"mturk","m",0.521209451566396,"Include"
2408897,"mturk","m",-0.140484363951514,"Include"
2408901,"mturk","f",1.10466976713339,"Include"
2408917,"mturk","f",0.849620359064911,"Include"
2408918,"mturk","f",0.608756118749682,"Include"
2408919,"mturk","m",0.310421824735749,"Include"
2408920,"mturk","m",0.84746753024178,"Include"
2408921,"mturk","f",0.843122211025681,"Include"
2408924,"mturk","f",0.371002368562987,"Include"
2408926,"mturk","f",1.35617353136992,"Include"
2408927,"mturk","f",0.810958547129518,"Include"
2408935,"mturk","f",0.822692678467318,"Include"
2408938,"mturk","f",-0.537341835427661,"Include"
2408939,"mturk","f",-0.0366442865791822,"Include"
2408940,"mturk","f",0.158570058040512,"Include"
2408941,"mturk","m",0.576485020008875,"Include"
2408942,"mturk","f",0.774775100098667,"Include"
2408948,"mturk","f",1.53147103427825,"Include"
2408952,"mturk","f",0.673213337092267,"Include"
2408953,"mturk","f",-0.0536518577427716,"Include"
2408957,"mturk","f",0.140200111698264,"Include"
2408958,"mturk","f",0.817531532126694,"Include"
2408960,"mturk","m",0.355416055212586,"Include"
2408962,"mturk","m",0.562730490836299,"Include"
2408965,"mturk","m",0.143232966399356,"Include"
2408967,"mturk","m",0.551080440861034,"Include"
2408968,"mturk","m",0.357419992164309,"Include"
2408969,"mturk","m",0.288558285515832,"Include"
2408971,"mturk","f",1.16432403937051,"Include"
2408975,"mturk","f",0.521770324360068,"Include"
2408977,"mturk","m",0.255103839996885,"Include"
2408978,"mturk","f",0.915840445191966,"Include"
2408979,"mturk","m",0.163612645826423,"Include"
2408982,"mturk","f",0.628982226738972,"Include"
2408983,"mturk","f",0.20681004119626,"Include"
2408984,"mturk","f",0.936975219509453,"Include"
2408985,"mturk","f",0.0119482872070011,"Include"
2408988,"mturk","m",0.268698443728051,"Include"
2408989,"mturk","f",0.779025819594848,"Include"
2408990,"mturk","m",0.793429205000374,"Include"
2408991,"mturk","m",-0.162756676460774,"Include"
2408992,"mturk","m",0.0209418792163494,"Include"
2408993,"mturk","m",0.511413951965573,"Include"
2408994,"mturk","m",0.724200570520791,"Include"
2408995,"mturk","f",0.465121206577142,"Include"
2408996,"mturk","f",0.433411314305501,"Include"
2408999,"mturk","f",0.928610445609183,"Include"
2409000,"mturk","m",0.761728468368187,"Include"
2409005,"mturk","m",0.848492068179646,"Include"
2409006,"mturk","f",0.272415158987625,"Include"
2409007,"mturk","m",-0.101696999301114,"Include"
2409010,"mturk","m",0.281184131994539,"Include"
2409011,"mturk","m",0.850580241852257,"Include"
2409012,"mturk","m",0.226764040026961,"Include"
2409014,"mturk","m",0.391207957718932,"Include"
2409018,"mturk","f",1.44502255618792,"Include"
2409019,"mturk","f",0.235334691088738,"Include"
2409025,"mturk","m",0.538194426646379,"Include"
2409026,"mturk","f",0.946240425458401,"Include"
2409027,"mturk","m",0.196259729501228,"Include"
2409034,"mturk","f",0.230473272572131,"Include"
2409036,"mturk","f",0.190135103242647,"Include"
2409039,"mturk","m",0.238231125100998,"Include"
2409041,"mturk","f",0.455205655055475,"Include"
2409042,"mturk","f",0.62545823462291,"Include"
2409044,"mturk","m",0.316161320401487,"Include"
2409045,"mturk","f",0.704868784579344,"Include"
2409046,"mturk","m",-0.14969879864184,"Include"
2409047,"mturk","f",0.243263586594825,"Include"
2409051,"mturk","f",0.359707535823806,"Include"
2409054,"mturk","f",1.37448588640655,"Include"
2409058,"mturk","m",0.624079329405237,"Include"
2409059,"mturk","f",0.696675463617697,"Include"
2409062,"mturk","f",0.524926853113122,"Include"
2409063,"mturk","f",0.50752488977132,"Include"
2409064,"mturk","f",0.195157906124956,"Include"
2409065,"mturk","f",1.04229070652808,"Include"
2409066,"mturk","f",0.835043601139542,"Include"
2409067,"mturk","f",-0.0954700058274808,"Include"
2409068,"mturk","m",0.0930354558754389,"Include"
2409074,"mturk","m",0.331589431026224,"Include"
2409079,"mturk","m",-0.246146170070008,"Include"
2409081,"mturk","f",0.124934494730962,"Include"
2409084,"mturk","m",-0.448440169026593,"Include"
2409085,"mturk","m",0.90408918044523,"Include"
2409089,"mturk","m",0.725721428562666,"Include"
2409091,"mturk","m",1.14355847258265,"Include"
2409095,"mturk","m",0.861027498224673,"Include"
2409099,"mturk","m",-0.124365865604831,"Include"
2409101,"mturk","f",0.839792560538761,"Include"
2409106,"mturk","m",0.00433937686139465,"Include"
2409107,"mturk","f",0.333707477800752,"Include"
2409111,"mturk","m",-0.0560173539105829,"Include"
2409114,"mturk","m",0.714570488864689,"Include"
2409115,"mturk","f",0.360837341748269,"Include"
2409118,"mturk","m",0.975213757706686,"Include"
2409121,"mturk","m",0.333162364389559,"Include"
2409128,"mturk","f",0.789200905672127,"Include"
2409130,"mturk","f",1.09582721315932,"Include"
2409133,"mturk","f",0.571802843232678,"Include"
2409134,"mturk","m",0.667337711225426,"Include"
2409139,"mturk","f",0.985618518824836,"Include"
2409141,"mturk","f",0.330327557417039,"Include"
2409153,"mturk","m",-0.62821896581894,"Include"
2409154,"mturk","f",1.35049336915451,"Include"
2409155,"mturk","f",0.893679608633206,"Include"
2409156,"mturk","m",0.420228615796172,"Include"
2409159,"mturk","m",-0.534930825112971,"Include"
2409161,"mturk","f",0.459687491381643,"Include"
2409162,"mturk","f",0.978047043935551,"Include"
2409163,"mturk","f",1.22763270049913,"Include"
2409165,"mturk","f",0.92334989205715,"Include"
2409171,"mturk","m",0.536546140219682,"Include"
2409176,"mturk","m",0.170886367661251,"Include"
2409185,"mturk","f",-0.408938928666021,"Include"
2409198,"mturk","m",0.421546037663946,"Include"
2409210,"mturk","m",0.145875397027409,"Include"
2409218,"mturk","m",0.357108225530118,"Include"
