"session_id","referrer","sex","d_art","iat_exclude"
2479820,"tamuon","f",0.676361135562796,"Include"
2479821,"tamuon","f",0.906965402927229,"Include"
2479829,"tamuon","m",0.260960393108546,"Include"
2479834,"tamuon","f",0.249102554513323,"Include"
2479835,"tamuon","f",-0.241486359000971,"Include"
2479842,"tamuon","f",-0.402433673722398,"Include"
2479846,"tamuon","f",1.06405048928854,"Include"
2479847,"tamuon","m",-0.388364346860994,"Include"
2479877,"tamuon","m",0.513742779266716,"Include"
2479886,"tamuon","f",0.553077070868783,"Include"
2479892,"tamuon","f",0.795275121193853,"Include"
2479894,"tamuon","f",0.404285927826033,"Include"
2479895,"tamuon","f",0.783184336283801,"Include"
2480000,"tamuon","m",0.24683037296369,"Include"
2480132,"tamuon","f",-0.322540281991595,"Include"
2480144,"tamuon","m",-0.00403093390222239,"Include"
2480159,"tamuon","f",0.0524971057778045,"Include"
2480162,"tamuon","f",0.595619536536824,"Include"
2480177,"tamuon","m",1.07956077158241,"Include"
2480194,"tamuon","m",0.970708936111301,"Include"
2480201,"tamuon","f",0.916844257156304,"Include"
2480215,"tamuon","f",1.15755069466782,"Include"
2480220,"tamuon","f",-0.0988357277397102,"Include"
2480228,"tamuon","f",0.802923261342581,"Include"
2480236,"tamuon","f",-0.0336816894321805,"Include"
2480242,"tamuon","f",0.23545211873421,"Include"
2480266,"tamuon","f",0.0882129849759387,"Include"
2480280,"tamuon","m",-0.764848436588121,"Include"
2480283,"tamuon","f",0.254231055459659,"Include"
2480332,"tamuon","m",0.940222820182642,"Include"
2480343,"tamuon","m",1.37097626896374,"Include"
2480353,"tamuon","f",1.07674187190595,"Include"
2480356,"tamuon","f",0.883233389306106,"Include"
2480366,"tamuon","f",0.677283516730571,"Include"
2480372,"tamuon","f",1.15130419068983,"Include"
2480383,"tamuon","m",0.60782506649322,"Include"
2480385,"tamuon","f",-0.650875178080971,"Include"
2480422,"tamuon","f",0.109747109995001,"Include"
2480440,"tamuon","m",0.455518553567134,"Include"
2480462,"tamuon","m",-0.317371346359444,"Include"
2480467,"tamuon","f",0.426148706537145,"Include"
2480474,"tamuon","f",0.233175587385781,"Include"
2480477,"tamuon","f",0.205660470639262,"Include"
2480481,"tamuon","f",1.04644876019181,"Include"
2480490,"tamuon","f",0.421684967405392,"Include"
2480516,"tamuon","f",0.135838923302407,"Include"
